id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-2694288-Y,Switch cabinet leakage current checking and warning device ,佛山市创电电源设备有限公司,"李振强, 杨依振",2004-03-26,2004-03-26,2005-04-20,2005-04-20,https://patents.google.com/patent/CN2694288Y/en,
CN-1894827-B,Collet-type splice and dead end fitting ,Ctc电缆公司,戴维·布赖恩特,2003-10-22,2004-10-22,2015-06-24,2015-06-24,https://patents.google.com/patent/CN1894827B/en,https://patentimages.storage.googleapis.com/d0/08/ed/6e13ce2735db5b/S04836282520060615E000011.png
CN-1039026-C,Low temperature distillation and combustion method and apparatus with unit for controlling of pressure ,西门子公司,"K·梅, H·赫姆, R·马特克",1992-10-09,1993-10-09,1998-07-08,1998-07-08,https://patents.google.com/patent/CN1039026C/en,https://patentimages.storage.googleapis.com/12/e6/ae/b5388be17333f0/C93118595.500191.png
DE-3540794-C2,Patent DE3540794C2 ,"Stiebel Eltron Gmbh & Co Kg, 3450 Holzminden, De","Klaus-Dieter Ing.(Grad.) Wahnschaffe, Richard Ing.(Grad.) 3450 Holzminden De Praetorius",1985-11-16,1985-11-16,1993-06-17,1993-06-17,https://patents.google.com/patent/DE3540794C2/en,
KR-20200060052-A,optical bodies and display equipment comprising the same ,도레이첨단소재 주식회사,"이문복, 유배근, 박흥식, 고승진",2018-11-22,2018-11-22,2020-05-29,,https://patents.google.com/patent/KR20200060052A/en,https://patentimages.storage.googleapis.com/d0/a3/48/7af6da5687431c/pat00007.png
JP-H07281010-A,Semitransmissive semireflector and semitransmissive semireflection type polarizing film laminated body using it ,"Tomoegawa Paper Co Ltd, 株式会社巴川製紙所","Shinichi Takahashi, 真一 高橋, Tsutomu Murata, 力 村田, Mitsuhiro Yoshida, 光宏 吉田",1994-02-18,1994-12-26,1995-10-27,,https://patents.google.com/patent/JPH07281010A/en,
JP-2000089226-A,Liquid crystal display device with el and portable electronic equipment mounting the device ,"Nec Kansai Ltd, 関西日本電気株式会社","Takayuki Hora, 貴之 洞",1998-09-17,1998-09-17,2000-03-31,,https://patents.google.com/patent/JP2000089226A/en,
JP-S5958709-A,Anisotropic conductive sheet ,東レ株式会社,"賀代　純三, 松ケ迫　憲二, 俊郎 片岡",1983-08-22,1983-08-22,1984-04-04,,https://patents.google.com/patent/JPS5958709A/en,
CN-2506689-Y,Road surface level instrument ,西安市亚星土木仪器有限公司,杨玉杰,2001-09-07,2001-09-07,2002-08-21,2002-08-21,https://patents.google.com/patent/CN2506689Y/en,https://patentimages.storage.googleapis.com/66/7a/98/852fcbc7625aae/Y0124701400061.png
US-4386350-A,Display apparatus ,"Nippon Electric Co., Ltd.",Fumihiro Ogawa,1979-06-26,1980-06-25,1983-05-31,1983-05-31,https://patents.google.com/patent/US4386350A/en,https://patentimages.storage.googleapis.com/d9/58/f0/35993e5a69f329/US4386350-drawings-page-3.png
US-5818300-A,Variable gain amplifier circuit with reduced power requirements ,Nec Corporation,Yoji Hirano,1996-02-07,1997-01-28,1998-10-06,1998-10-06,https://patents.google.com/patent/US5818300A/en,https://patentimages.storage.googleapis.com/f1/ca/4b/fc7c2590d3a6cb/US5818300-drawings-page-2.png
CN-2526856-Y,Lightning arrestor impulse current recorder ,南京伏安电气有限公司,"岳建民, 岳志良",2002-02-27,2002-02-27,2002-12-18,2002-12-18,https://patents.google.com/patent/CN2526856Y/en,https://patentimages.storage.googleapis.com/dc/56/ea/27254f2e139fe2/Y0221907100081.png
CN-1082671-C,Regulation method and device of variable channel super-narrow line width atomic light filter ,中国科学院武汉物理与数学研究所,"胡志林, 曾锡之",1997-01-29,1997-01-29,2002-04-10,2002-04-10,https://patents.google.com/patent/CN1082671C/en,https://patentimages.storage.googleapis.com/17/9a/b0/387b1789ffaf46/C9710902100061.png
KR-20200060051-A,optical bodies and display equipment comprising the same ,도레이첨단소재 주식회사,"이문복, 배중석, 박흥식, 고승진",2018-11-22,2018-11-22,2020-05-29,,https://patents.google.com/patent/KR20200060051A/en,https://patentimages.storage.googleapis.com/54/f8/34/7c9bfa472f62a8/pat00009.png
JP-2004276354-A,Molded laminate and its manufacturing method ,"Yasunobu Nakakoshi, 康亘 中越","Yasunobu Nakakoshi, 康亘 中越",2003-03-14,2003-03-14,2004-10-07,,https://patents.google.com/patent/JP2004276354A/en,https://patentimages.storage.googleapis.com/9f/8b/c2/224fbb8032e704/2004276354-3.png
CN-1151793-C,Medicinal compsns. for treating osseous lesion in multiple myeloma ,山之内制药株式会社,"ƽ, 田中章平,  , 松川宇多音, 浅野博信",1998-12-25,1999-12-22,2004-06-02,2004-06-02,https://patents.google.com/patent/CN1151793C/en,
CN-1258077-C,Intelligent frequency measuring system of steel string type sensor ,"张卫钢, 张殿成","张卫钢, 陈建勋, 张殿成, 张凤梅, 顾安全",2003-08-15,2003-08-15,2006-05-31,2006-05-31,https://patents.google.com/patent/CN1258077C/en,https://patentimages.storage.googleapis.com/47/12/43/1b3bc5d5bd776d/C03134497.600201.png
CN-1027515-C,Auto-control method for lap density of cotton gin and its auto-control system ,清华大学,"丁天怀, 王劲松, 王铁林, 张宏雷",1993-05-20,1993-05-20,1995-01-25,1995-01-25,https://patents.google.com/patent/CN1027515C/en,https://patentimages.storage.googleapis.com/d4/04/3d/bcd6d6927cc3ae/931050707_DRIMG1.png
JP-H0350540-Y2,Patent JPH0350540Y2 ,,,1989-02-27,1989-02-27,1991-10-29,1991-10-29,https://patents.google.com/patent/JPH0350540Y2/en,
CN-2476772-Y,Display and control device for water temp. and level of solar water heater ,曾德绍,曾德绍,2001-04-19,2001-04-19,2002-02-13,2002-02-13,https://patents.google.com/patent/CN2476772Y/en,https://patentimages.storage.googleapis.com/14/36/42/4d070b2d8f6ca6/Y0122170600051.png
CN-2480933-Y,Traffic signal lamp ,中国科学院金属研究所,"龙康, 李小川",2001-04-02,2001-04-02,2002-03-06,2002-03-06,https://patents.google.com/patent/CN2480933Y/en,https://patentimages.storage.googleapis.com/e8/71/64/c3d2b8081c02bf/Y0124093900051.png
CN-2303293-Y,Apparatus for analysing gas concentration ,"侯蓝田, 侯峙云",侯蓝田,1997-06-04,1997-06-04,1999-01-06,1999-01-06,https://patents.google.com/patent/CN2303293Y/en,
CN-218628030-U,Engineering quality crack detection ruler ,甘肃省天水市计量测试检定所,肖冰雪,2022-12-01,2022-12-01,2023-03-14,2023-03-14,https://patents.google.com/patent/CN218628030U/en,https://patentimages.storage.googleapis.com/7a/78/1a/638c90565ae788/HDA0003975055260000011.png
CN-2491806-Y,Multichannel supersonic velocity difference gas flowmeter ,"朱士明, 梁军汀, 卢杰","朱士明, 梁军汀, 卢杰",2001-09-06,2001-09-06,2002-05-15,2002-05-15,https://patents.google.com/patent/CN2491806Y/en,https://patentimages.storage.googleapis.com/a8/a0/f2/9d0c4d9f753473/Y0125350900071.png
CN-1189210-C,Coupling object between CB and biological active peptide or immunoglobhulin or immunological activity original as well as medication usage ,"万选才, 李小银","万选才, 李小银",2003-03-28,2003-03-28,2005-02-16,2005-02-16,https://patents.google.com/patent/CN1189210C/en,https://patentimages.storage.googleapis.com/4c/49/13/7f9b2a9bcdaec9/C0310759800272.png
CN-216252201-U,Temperature and humidity controller capable of being stored for long time ,江苏省精创电气股份有限公司,"高伟, 宋计伸, 黄晓东, 段阳",2021-08-16,2021-08-16,2022-04-08,2022-04-08,https://patents.google.com/patent/CN216252201U/en,https://patentimages.storage.googleapis.com/eb/0f/8e/c724182768bfe8/HDA0003212973600000011.png
US-11476487-B2,Three-electrode solid-state energy harvester of transition metal suboxides ,"Omega Energy Systems, Llc","Robert B. Dopp, Michael Lee Horovitz, Greyson WILLIAMS",2019-11-13,2020-11-12,2022-10-18,2022-10-18,https://patents.google.com/patent/US11476487B2/en,https://patentimages.storage.googleapis.com/1b/08/79/ea1344b8a57ba3/US11476487-20221018-D00000.png
CN-2075779-U,Speed adjusting cage type circulation scale ,国家建筑材料工业局南京水泥工业设计研究院,冯兆年,1990-10-17,1990-10-17,1991-04-24,,https://patents.google.com/patent/CN2075779U/en,
CN-1188941-A,Accounting processor and method for automated management control system ,三星电子株式会社,朴钟汉,1996-10-21,1997-10-20,1998-07-29,,https://patents.google.com/patent/CN1188941A/en,https://patentimages.storage.googleapis.com/42/9c/5f/45a8e136b66b5b/A9712116800781.png
EP-3972486-B1,Wearable device for recording headache intensity and medication ,Ceftronics Limited,Benjamin WAKERLEY,2019-05-22,2020-05-22,2024-01-31,2024-01-31,https://patents.google.com/patent/EP3972486B1/en,https://patentimages.storage.googleapis.com/00/39/db/9465551539f2e6/imgf0001.png
US-2002153449-A1,Flying disk shaped flying/space vehicle with the use of a new technic of thrust through the rolling of a wheel ,Hatzistelios Nikolaos C,Nikolaos Hatzistelios,2000-08-08,2001-08-07,2002-10-24,,https://patents.google.com/patent/US20020153449A1/en,https://patentimages.storage.googleapis.com/a9/57/0e/622c610ecf2ab8/US20020153449A1-20021024-D00000.png
CN-1369348-A,Intelligent multifunctional inverse-conversion power supply for cutting/welding ,唐玉贵,"唐玉贵, 黄莉, 曹龙汉, 景有泉",2001-02-16,2001-02-16,2002-09-18,,https://patents.google.com/patent/CN1369348A/en,
JP-H08179125-A,Translucent and semireflective polarizing film laminate and its production ,"Tomoegawa Paper Co Ltd, 株式会社巴川製紙所","Tsutomu Murata, 力 村田, Shinichi Takahashi, 真一 高橋, Mitsuhiro Yoshida, 光宏 吉田",1994-12-26,1994-12-26,1996-07-12,,https://patents.google.com/patent/JPH08179125A/en,
US-4095263-A,Adjustable capacitors ,Johanson Manufacturing Corporation,John E. Johanson,1976-08-31,1976-08-31,1978-06-13,1978-06-13,https://patents.google.com/patent/US4095263A/en,https://patentimages.storage.googleapis.com/03/36/46/f877ba4a32ecc8/US4095263-drawings-page-2.png
US-2024250273-A1,Environmental Humidity Energy Harvester ,"Omega Energy Systems, Llc","Robert B. Dopp, Michael Lee Horovitz, Greyson WILLIAMS",2022-10-07,2023-10-06,2024-07-25,,https://patents.google.com/patent/US20240250273A1/en,https://patentimages.storage.googleapis.com/d1/b4/ef/a47e484062ae19/US20240250273A1-20240725-D00000.png
KR-19980702614-A,Photo-directional films with variable height structures and articles composed of such films ,"워렌리차드보비, 미네소타마이닝앤드매뉴팩츄어링컴패니","데이비드엘.워트맨, 센포드쥬니어.코브, 마크이.가디너",1995-03-03,1996-01-18,1998-07-05,,https://patents.google.com/patent/KR19980702614A/en,
CN-114761233-A,"Adhesive sheet, method for producing adhesive sheet, and method for selecting colorant ",王子控股株式会社,"山本真之, 辻和政",2019-12-03,2020-12-02,2022-07-15,,https://patents.google.com/patent/CN114761233A/en,https://patentimages.storage.googleapis.com/47/96/30/6ad44d57700ad9/HDA0003665552170000011.png
CN-113362734-A,Method for manufacturing panel member ,株式会社三和丝印铭板,"后藤佳秀, 黑田晃, 佐久间贤士",2020-03-05,2021-02-19,2021-09-07,,https://patents.google.com/patent/CN113362734A/en,https://patentimages.storage.googleapis.com/e2/52/95/7edef7899f428a/HDA0002944256180000011.png
CN-1129846-C,Program executing method ,周大凯,周大凯,2000-03-06,2000-03-06,2003-12-03,2003-12-03,https://patents.google.com/patent/CN1129846C/en,https://patentimages.storage.googleapis.com/ba/e2/f7/a09e31307f0c80/C0010280600112.png
US-4855806-A,Thin film transistor with aluminum contacts and nonaluminum metallization ,General Electric Company,"Harold G. Parks, William W. Piper, George E. Possin, Donald E. Castleberry",1985-08-02,1988-09-07,1989-08-08,1989-08-08,https://patents.google.com/patent/US4855806A/en,https://patentimages.storage.googleapis.com/c4/c3/77/429d222acb7d7d/US4855806-drawings-page-2.png
US-2024188886-A1,"System, method and application to convert transdermal alcohol concentration to blood or breath alcohol concentration ",University Of Southern California,"Gary Rosen, Susan Luczak, Chunming Wang, Jay Bartroff, Larry Goldstein",2021-02-05,2022-02-04,2024-06-13,,https://patents.google.com/patent/US20240188886A1/en,https://patentimages.storage.googleapis.com/b8/8b/5d/03e9a0f64ba9cd/US20240188886A1-20240613-D00000.png
CN-1203875-C,Sterculia frost flower lozenge and its preparation method ,崔庆惠,崔庆惠,2001-12-19,2001-12-19,2005-06-01,2005-06-01,https://patents.google.com/patent/CN1203875C/en,
CN-209102336-U,A kind of anti-dazzling screen detection device ,苏州技腾精密工业有限公司,"王利东, 高萍",2018-12-05,2018-12-05,2019-07-12,2019-07-12,https://patents.google.com/patent/CN209102336U/en,
CN-1306326-C,Reflector and liquid crystal display device ,阿尔卑斯电气株式会社,"吉井克昌, 千喜良知惠",2003-01-10,2004-01-05,2007-03-21,2007-03-21,https://patents.google.com/patent/CN1306326C/en,https://patentimages.storage.googleapis.com/95/43/58/acd42d96edb8cd/C20041000124300191.png
US-2023206520-A1,Pixel-Aligned Drawing with Floating-Point Layout ,Google Llc,George Francis Mount,2020-05-05,2020-05-05,2023-06-29,,https://patents.google.com/patent/US20230206520A1/en,https://patentimages.storage.googleapis.com/6b/a2/4d/5491f036d35ca2/US20230206520A1-20230629-D00000.png
US-5723068-A,Liquid crystal composition and a liquid crystal display device containing the same ,Chisso Corporation,"Norihisa Hachiya, Etsuo Nakagawa, Toyoshiro Isoyama, Tetsuya Matsushita",1995-03-02,1996-02-28,1998-03-03,1998-03-03,https://patents.google.com/patent/US5723068A/en,
WO-2021182658-A1,Smart wall ,엘지전자 주식회사,"김현기, 김윤주, 정기상, 최주영, 심화석, 심재묘",2020-03-11,2020-03-11,2021-09-16,,https://patents.google.com/patent/WO2021182658A1/en,https://patentimages.storage.googleapis.com/76/8e/38/c05b6731e87f66/PCTKR2020003404-appb-img-000001.png
US-4577930-A,Weak boundary storage liquid crystal display devices with bias voltage ,International Business Machines Corporation,Kei-Hsiung Yang,1982-05-24,1982-05-24,1986-03-25,1986-03-25,https://patents.google.com/patent/US4577930A/en,https://patentimages.storage.googleapis.com/fe/27/15/de9c01c12993a2/US4577930-drawings-page-2.png
US-4677314-A,Buffer circuit having a P-channel output mosfet with an open drain terminal connected to an external load ,Fujitsu Limited,"Takehide Shirato, Kouichi Fujita",1981-06-30,1986-09-30,1987-06-30,1987-06-30,https://patents.google.com/patent/US4677314A/en,https://patentimages.storage.googleapis.com/20/33/14/8b6a4cd26e50c0/US4677314-drawings-page-2.png
CN-1248004-A,Liquid crystal filter dye for imaging material ,伊斯曼柯达公司,"M·J·赫尔伯, W·J·哈里森, K·W·威廉斯, S·W·科尔图姆",1998-09-11,1999-09-10,2000-03-22,,https://patents.google.com/patent/CN1248004A/en,
CN-1253233-C,Fiter for processing blood and producing method for same ,旭医学株式会社,"大石辉彦, 三浦司和",2001-01-29,2002-01-29,2006-04-26,2006-04-26,https://patents.google.com/patent/CN1253233C/en,https://patentimages.storage.googleapis.com/9c/58/79/77cd1f2c2e3a8e/C0280428600321.png
JP-S5825405-Y2,How to make a difference ,日本電産コパル株式会社,"行雄 溝畑, 醇一 牧田, 典文 立原",1975-05-22,1975-05-22,1983-05-31,1983-05-31,https://patents.google.com/patent/JPS5825405Y2/en,
CN-2760569-Y,Grounding monitor ,王燚,王燚,2004-12-08,2004-12-08,2006-02-22,2006-02-22,https://patents.google.com/patent/CN2760569Y/en,https://patentimages.storage.googleapis.com/3f/78/5c/ae868158d56b46/Y20042005428300061.png
CN-2272575-Y,Ultrasonic wave multi-channel screw bolt stressometer ,同济大学,"朱士明, 梁军汀, 卢杰, 钱梦騄",1995-12-21,1995-12-21,1998-01-14,1998-01-14,https://patents.google.com/patent/CN2272575Y/en,https://patentimages.storage.googleapis.com/d4/e4/a7/595e8456a0bc86/Y9524670500071.png
CA-2168378-A1,Changeable image display device ,"Arrow Art Finishers, L.L.C., Michael J. Smith, Arrow Art Finishers Inc.",Michael J. Smith,1995-01-30,1996-01-30,1996-07-31,,https://patents.google.com/patent/CA2168378A1/en,
CN-2266132-Y,Current transducer ,介国安,介国安,1996-07-18,1996-07-18,1997-10-29,1997-10-29,https://patents.google.com/patent/CN2266132Y/en,https://patentimages.storage.googleapis.com/1f/a2/7b/1b88dc0fc9b0bb/Y9621559000051.png
CN-1132611-C,Chinese medicine for treating chronic laryingitis and vocal fold node and process for preparing its granular medicine ,"南京中医药大学, 东莞市亚洲制药有限公司","严道南, 倪荷芳",2001-09-06,2001-09-06,2003-12-31,2003-12-31,https://patents.google.com/patent/CN1132611C/en,
CN-2579660-Y,Automatic precision controller for plate rubbing roller position of gravure press ,中国印钞造币总公司,"唐承德, 马毅",2002-10-22,2002-10-22,2003-10-15,2003-10-15,https://patents.google.com/patent/CN2579660Y/en,
JP-S5819777-Y2,switch ,株式会社精工舎,井上奏一,1978-06-08,1978-06-08,1983-04-23,1983-04-23,https://patents.google.com/patent/JPS5819777Y2/en,
CN-1060825-C,Automatic control method and system for cottonseed roll density in stripping machine ,清华大学,"丁天怀, 王劲松, 王铁林, 张宏雷",1994-11-04,1994-11-04,2001-01-17,2001-01-17,https://patents.google.com/patent/CN1060825C/en,
CN-2227343-Y,Voltage measuring device for main frequency experimental ,杨大成,杨大成,1995-10-06,1995-10-06,1996-05-15,1996-05-15,https://patents.google.com/patent/CN2227343Y/en,https://patentimages.storage.googleapis.com/8c/0e/7c/28c2ba57285bbf/Y9522264300211.png
CN-2186428-Y,"Multifunction calendar board of ""changes"" perpetual calendar ",吕正义,吕正义,1993-01-03,1993-11-05,1994-12-28,1994-12-28,https://patents.google.com/patent/CN2186428Y/en,https://patentimages.storage.googleapis.com/dd/76/b3/ad1a2f5c95195f/932421717_DRIMG1.png
JP-S6213099-Y2,Patent JPS6213099Y2 ,,,1976-04-16,1976-04-16,1987-04-04,1987-04-04,https://patents.google.com/patent/JPS6213099Y2/en,
CN-2249463-Y,Full integrated circuit excitation regulator ,黄家国,黄家国,1995-09-06,1995-09-06,1997-03-12,1997-03-12,https://patents.google.com/patent/CN2249463Y/en,https://patentimages.storage.googleapis.com/91/88/e4/c32685211d34b0/Y9524212300101.png
CN-2743808-Y,Intelligent frequency measuring device of steel string type sensor ,"张卫钢, 张殿成","张卫钢, 陈建勋, 张殿成, 张凤梅, 顾安全",2003-08-15,2003-08-15,2005-11-30,2005-11-30,https://patents.google.com/patent/CN2743808Y/en,https://patentimages.storage.googleapis.com/f0/99/07/35ad93d41d0abb/Y0326262700141.png
JP-S5943657-Y2,Connector extraction device ,カルソニックカンセイ株式会社,紳一郎 鶴島,1980-06-16,1980-06-16,1984-12-25,1984-12-25,https://patents.google.com/patent/JPS5943657Y2/en,
CN-1881090-B,Substrate processing system for performing exposure process in gas atmosphere ,日本电气株式会社,"城户秀作, 饭尾善秀, 池田雅树",2001-08-28,2002-08-28,2011-05-25,2011-05-25,https://patents.google.com/patent/CN1881090B/en,https://patentimages.storage.googleapis.com/39/43/2b/6214da8b93543f/S06195835520060714E000011.png
CN-2295902-Y,Automatic controller for thin oil lubrication ,倪伟青,倪伟青,1997-11-17,1997-11-17,1998-10-28,1998-10-28,https://patents.google.com/patent/CN2295902Y/en,https://patentimages.storage.googleapis.com/38/e7/d6/bea3e001fdf2b8/Y9724265000051.png
CN-1069968-C,Geochemical method for measuring mercury content adsorbed by soil and analyzer thereof ,卫敬生,卫敬生,1997-06-28,1997-06-28,2001-08-22,2001-08-22,https://patents.google.com/patent/CN1069968C/en,https://patentimages.storage.googleapis.com/f4/81/7b/78582d3ef273f8/C9710523100071.png
DE-3176526-D1,Electronic display apparatus ,Liquid Crystal Technology Ltd,Allan J Davie,1981-05-19,1981-05-19,1987-12-17,1987-12-17,https://patents.google.com/patent/DE3176526D1/en,
CN-110520204-B,Building block and building block combination ,"陈腾, 黄阳","陈腾, 黄阳",2016-09-28,2017-09-28,2021-09-28,2021-09-28,https://patents.google.com/patent/CN110520204B/en,https://patentimages.storage.googleapis.com/a8/ad/06/89c91d699c9d90/HDA0002008824990000011.png
CN-207220071-U,A kind of pesticide residue measurement degraded instrument ,石家庄缤思科技有限公司,"丁雅清, 侯丽辉, 丁建民",2017-07-26,2017-07-26,2018-04-13,2018-04-13,https://patents.google.com/patent/CN207220071U/en,
US-4241984-A,"Simplified field effect, twisted nematic liquid crystal display construction ",Timex Corporation,Marshall Leibowitz,1979-06-04,1979-06-04,1980-12-30,1980-12-30,https://patents.google.com/patent/US4241984A/en,https://patentimages.storage.googleapis.com/93/0b/67/dc5c84ca9946dc/US4241984-drawings-page-2.png
CN-1475820-A,Optical Compensator using solvent and its manufacturing method ,"��˹���´﹫˾, 伊斯曼柯达公司","Ra, R·A·卡斯特勒,  , J·F·埃尔曼, J·W·霍夫, J·A·佩尼",2002-07-12,2003-07-14,2004-02-18,,https://patents.google.com/patent/CN1475820A/en,https://patentimages.storage.googleapis.com/01/a5/b6/b45ae5ab0e4af5/A0314760900123.png
CN-1303854-A,Tetrabenzoporphyrin metal complex whose meso-position contains alkoxyl phenyl and its synthesis method ,中国科学院长春光学精密机械研究所,"曹昌盛, 史延慧, 王杏乔, 王立军, 李铁津",1999-11-24,1999-11-24,2001-07-18,,https://patents.google.com/patent/CN1303854A/en,
EP-0474552-A1,System and device for recording information on X-ray films ,General Electric Cgr S.A.,"Michel Thirouard, Marco Tirelli",1990-09-06,1991-09-03,1992-03-11,,https://patents.google.com/patent/EP0474552A1/en,https://patentimages.storage.googleapis.com/ef/5d/51/f11928f73cfcbb/imgf0001.png
JP-2827237-B2,Electronic equipment test circuit ,セイコーエプソン株式会社,由美 坂本,1988-12-09,1988-12-09,1998-11-25,1998-11-25,https://patents.google.com/patent/JP2827237B2/en,
JP-S6032268-B2,Video tape recorder power supply ,松下電器産業株式会社,"隆 松原, 寛 加藤, 毅 秋吉",1978-09-05,1978-09-05,1985-07-26,,https://patents.google.com/patent/JPS6032268B2/en,
JP-S59201087-A,Surface illuminator using led lamp ,シャープ株式会社,"宗造 阿部, 鈴木　広宣",1983-04-30,1983-04-30,1984-11-14,,https://patents.google.com/patent/JPS59201087A/en,
DE-2345103-A1,DEVICE FOR THE INTERMITTING DRIVE OF AN ELECTROMAGNETIC DEVICE ,Copal Co Ltd,Tomio Kikuchi,1972-09-08,1973-09-06,1974-03-28,,https://patents.google.com/patent/DE2345103A1/en,
CN-1399525-A,Single use disposable protective cap ,斯托迈奇克公司,"小理查德·G·纳多, 埃内尔·O·辛普森",1999-09-24,2000-09-25,2003-02-26,,https://patents.google.com/patent/CN1399525A/en,https://patentimages.storage.googleapis.com/d3/f8/1a/273d2249a95d9b/A0081603600191.png
JP-H05117206-A,"Ester compound, liquid crystal composition containing the same and liquid crystal display element produced by using the composition ","Seiko Epson Corp, セイコーエプソン株式会社","Takeshi Obikawa, 剛 帯川, Shiyuuji Ikukawa, 修司 幾川, Saneko Nakayama, 実子 中山",1991-10-28,1991-10-28,1993-05-14,,https://patents.google.com/patent/JPH05117206A/en,
JP-S54121099-A,Method and device for fault display of apparatus ,"Sanyo Electric Co Ltd, Tokyo Sanyo Electric Co Ltd","Masahisa Uenishi, Shozo Kato, Tetsuo Kishimoto",1978-03-13,1978-03-13,1979-09-19,,https://patents.google.com/patent/JPS54121099A/en,
JP-S5585051-A,Preparation of multilayer wiring structure ,Hitachi Ltd,Toru Kawanobe,1978-12-22,1978-12-22,1980-06-26,,https://patents.google.com/patent/JPS5585051A/en,
EP-0209112-A2,Light blocking and cell spacing structure for liquid crystal matrix displays ,General Electric Company,Donald Earl Castleberry,1985-07-19,1986-07-15,1987-01-21,,https://patents.google.com/patent/EP0209112A2/en,https://patentimages.storage.googleapis.com/4c/d3/a1/b9a610c71d54b2/imgf0001.png
CN-206057405-U,A kind of low-power consumption display gauge head of parallel-connection structure ,天津三体机电科技有限公司,"王耀栋, 韩頔, 赵明瑞",2016-06-23,2016-06-23,2017-03-29,2017-03-29,https://patents.google.com/patent/CN206057405U/en,
US-4489656-A,Penetrating ordnance safe and arming mechanism ,The United States Of America As Represented By The Secretary Of The Navy,"George N. Hennings, Richmond H. Nickles, Larry F. Brauer, Raymond H. DeHarrold",1983-02-22,1983-02-22,1984-12-25,1984-12-25,https://patents.google.com/patent/US4489656A/en,https://patentimages.storage.googleapis.com/fe/b0/c7/9d3c6756dc45f1/US4489656-drawings-page-2.png
CN-2316640-Y,Gas controller ,龙口市通华燃气智能控制研究所,"孙希德, 李振文, 吕文孝, 马振林",1997-12-27,1997-12-27,1999-04-28,1999-04-28,https://patents.google.com/patent/CN2316640Y/en,https://patentimages.storage.googleapis.com/fe/a1/66/5d2755658b129e/Y9723239800071.png
CN-2286524-Y,Gas sensor module ,云南大学,"王彩君, 吴兴惠",1996-04-12,1996-04-12,1998-07-22,1998-07-22,https://patents.google.com/patent/CN2286524Y/en,https://patentimages.storage.googleapis.com/d8/cf/ba/4d454bed35f92d/Y9620851900052.png
CN-2452182-Y,Remote-control outdoor cable on-off shunting box ,北京安瑞吉电气设备有限公司,"李洪庆, 王鉴, 李长海, 王颂虞",2000-11-14,2000-11-14,2001-10-03,2001-10-03,https://patents.google.com/patent/CN2452182Y/en,https://patentimages.storage.googleapis.com/05/52/e1/8562dc894ee758/Y0026200200081.png
CA-1215474-A,Semiconductor chip packages having solder layers of enhanced durability ,"Constantine A. Neugebauer, Richard O. Carlson, General Electric Company","Constantine A. Neugebauer, Richard O. Carlson",1983-08-04,1984-07-27,1986-12-16,1986-12-16,https://patents.google.com/patent/CA1215474A/en,
US-4889411-A,Process and structure for thin film transistor with aluminum contacts and nonaluminum metallization in liquid crystal displays ,General Electric Company,"Harold G. Parks, William W. Piper, George E. Possin, Donald E. Castleberry",1985-08-02,1989-04-10,1989-12-26,1989-12-26,https://patents.google.com/patent/US4889411A/en,https://patentimages.storage.googleapis.com/18/4c/94/d257a336e2e24b/US4889411-drawings-page-2.png
JP-3761024-B2,Display device ,日本精機株式会社,英登 馬場,2001-11-30,2001-11-30,2006-03-29,2006-03-29,https://patents.google.com/patent/JP3761024B2/en,https://patentimages.storage.googleapis.com/dc/ed/42/5b0430683320c9/0003761024-2.png
CN-1011459-B,Method of and circuit arrangement for bitrute reduction ,菲利浦光灯制造公司,彼得·福格尔,1986-09-13,1987-09-12,1991-01-30,,https://patents.google.com/patent/CN1011459B/en,https://patentimages.storage.googleapis.com/02/f9/79/2d1c8133351be5/87106840_DRIMG1.png
JP-S602570-Y2,lcd display panel ,日本電気株式会社,文博 小川,1980-07-02,1980-07-02,1985-01-24,1985-01-24,https://patents.google.com/patent/JPS602570Y2/en,
CN-2193542-Y,Hydraulic disk scales ,吉新民,吉新民,1994-01-31,1994-01-31,1995-03-29,1995-03-29,https://patents.google.com/patent/CN2193542Y/en,https://patentimages.storage.googleapis.com/e8/e0/59/fd627cf632be77/942020286_DRIMG1.png
JP-S5815954-Y2,Panel holder for liquid crystal display device ,株式会社田村電機製作所,鈴木朝和,1978-03-28,1978-03-28,1983-03-31,1983-03-31,https://patents.google.com/patent/JPS5815954Y2/en,
CN-2470960-Y,Solar battery board with function of display condition ,马波,马波,2000-12-28,2000-12-28,2002-01-09,2002-01-09,https://patents.google.com/patent/CN2470960Y/en,https://patentimages.storage.googleapis.com/07/75/0e/dec803ea7c2f63/Y0026633300041.png
CN-100389749-C,Manufacturing method of medicine for treating osteosis ,姜伟,姜伟,2004-02-02,2004-02-02,2008-05-28,2008-05-28,https://patents.google.com/patent/CN100389749C/en,https://patentimages.storage.googleapis.com/e0/72/97/654e049d34398e/C20041000115000191.png
CN-2480934-Y,Combined traffic signal lamp ,中国科学院金属研究所,"龙康, 李小川, 崔学顺",2001-04-30,2001-04-30,2002-03-06,2002-03-06,https://patents.google.com/patent/CN2480934Y/en,https://patentimages.storage.googleapis.com/7f/bb/7c/0cba00f979535a/Y0124149000071.png
