id,title,publication date
CN-115723293-A,Full-automatic production platform for collecting ring injection molding process ,2023-03-03
US-3767260-A,Horizontally adjustable armrests for wheelchairs ,1973-10-23
US-1090133-A,Engine-plow. ,1914-03-17
JP-H0724353-U,Ball storage device ,1995-05-09
JP-H0724351-U,Golf ball collecting device ,1995-05-09
US-664599-A,Tender for traction-engines. ,1900-12-25
CN-115654797-A,Variable-frequency air source system and control method ,2023-01-31
CN-210252737-U,Compression dust collector ,2020-04-07
CN-105750663-A,Mobile type tapping machine ,2016-07-13
CN-214665028-U,Air purifier ,2021-11-09
CN-214067017-U,Eddy current detection device in tubular product ,2021-08-27
CN-114873374-A,F5G FTTR cuts out cable looping equipment with mixed cable of photoelectricity ,2022-08-09
CN-113117118-A,Portable disinfection vehicle ,2021-07-16
CN-214633211-U,X-ray blood irradiator ,2021-11-09
CN-214258442-U,Rotary data sharing device for enterprise office ,2021-09-24
US-2023032463-A1,Wet/dry concrete grinder/polisher with removable/attachable slurry/dust collection accessories ,2023-02-02
US-2022331944-A1,Convertible Rolling Workbench ,2022-10-20
CN-210100343-U,Concrete mixer for laboratory ,2020-02-21
CN-209142197-U,A kind of scrap-car recycling tire transfer device ,2019-07-23
CN-110037096-B,Movable fresh-keeping gas supply equipment and supply method ,2022-12-23
CN-209760850-U,Dustproof car is removed in winter defence period earthwork excavation ,2019-12-10
CN-201633520-U,Automobile canopy capable of being placed in trunk and carried by automobile ,2010-11-17
CN-209467603-U,A kind of energy-saving asphalt storing apparatus of construction of the highway ,2019-10-08
US-1142335-A,Front wheel for automobiles. ,1915-06-08
GB-2475470-A,Castor wheel assembly ,2011-05-25
CN-214523190-U,Universal wheel and mobile device ,2021-10-29
CN-117903510-A,Caster material and preparation method thereof ,2024-04-19
CN-2432062-Y,Plane limitless wheel ,2001-05-30
MX-PA01003472-A,Liftable wheel unit for agricultural implement frame ,2002-06-05
US-1108579-A,Wheel-plow. ,1914-08-25
KR-20180097871-A,Installation for driving motor packed wheel of a kick board ,2018-09-03
CN-112455210-A,Universal driving wheel and automatic vehicle body ,2021-03-09
US-3639942-A,Caster bracket assembly ,1972-02-08
CN-210310651-U,Thrust wheel assembly line ,2020-04-14
CN-217753365-U,Remove wheel carrier and be convenient for removal wheel subassembly of dismouting ,2022-11-08
CN-111877203-A,Speed reduction facility of piston spring and resilience wheel structure ,2020-11-03
CN-218287320-U,Full-braking central control wheel ,2023-01-13
GB-2591443-A,A directional wheel stop ,2021-08-04
JP-3361280-B2,Three-wheel steering automatic guided vehicle ,2003-01-07
EP-4370361-A1,"Drive wheel for a transport cart, drive system having a drive wheel of this type, and transport cart ",2024-05-22
US-3008446-A,Wheel direction indicating mechanism ,1961-11-14
CN-114919333-A,Universal wheel with directional structure and application ,2022-08-19
CN-210592194-U,Multi-posture wheel-track composite walking mechanism ,2020-05-22
CN-213441910-U,Universal wheel with controllable walking state ,2021-06-15
TW-M627976-U,Wheel device having directional or omnidirectional sliding and conveying vehicle thereof ,2022-06-01
US-484652-A,Wheel-plow ,1892-10-18
CN-217705362-U,Universal wheel with orientation structure ,2022-11-01
CN-219727743-U,Universal wheel with high bearing capacity ,2023-09-22
CN-111891982-A,Full-electric double-wheel pallet stacking vehicle ,2020-11-06
KR-200228709-Y1,4-wheel electric forklift that does not require extra counterweight ,2001-07-19
CN-2419124-Y,Magnetic wheel of train ,2001-02-14
CN-212194936-U,Universal wheel mounting structure ,2020-12-22
EP-4296072-A1,Wheel assembly for material handling vehicle ,2023-12-27
CN-105557469-A,Double-wheel electric hand-push sprinkler ,2016-05-11
JP-2022109094-A,"Caster device, caster device removal method, and caster device mounting method ",2022-07-27
US-3482873-A,Locking connection for wheel chair attachments ,1969-12-09
CN-113771553-A,Wheel device of pouring truck ,2021-12-10
CN-110894781-A,Turnover wheel assembly and vertical oil pumping unit ,2020-03-20
DE-7538474-U,SWIVEL SUPPORT WHEEL FOR TURNING PLOWS ,1980-02-28
CN-216886839-U,Be used for car steering wheel to store transfer device ,2022-07-05
CN-208069867-U,It is a kind of can direction movement four-wheel carrying apparatus ,2018-11-09
JP-2000166973-A,Wheel cleaning device and wheelchair provided with the same ,2000-06-20
CN-111629547-B,Machine cabinet caster supporting device and operation method thereof ,2021-09-10
CN-218105782-U,Steering wheel with self-cleaning function for sweeping robot ,2022-12-23
KR-102203181-B1,Vacuum cleaner nozzle ,2021-01-15
TH-54112-A,Strap pullback device ,2002-11-25
CN-215850600-U,Machine-building draw gear ,2022-02-18
TH-25857-B,Strap pullback device ,2009-04-20
CN-216038499-U,Ox fork truck drive arrangement on ground ,2022-03-15
CN-215263466-U,Portable steel rail base metal detection instrument ,2021-12-21
CN-211051637-U,Reducing mechanism is used in pesticide processing ,2020-07-21
JP-2000327300-A,Vehicle moving device ,2000-11-28
US-368280-A,davis ,1887-08-16
US-286882-A,Corn-harvester ,1883-10-16
US-412619-A,Herbert horner ,1889-10-08
JP-2019198517-A,Walking support device ,2019-11-21
CN-215779291-U,Nursing bed with accomodate function ,2022-02-11
CN-113529626-A,Heavy dust absorption equipment with air humidification function ,2021-10-22
CN-219990959-U,Hoisting equipment ,2023-11-10
CN-2296282-Y,Rotary wheel with brake device ,1998-11-04
CN-216645246-U,Passenger train wheel pair axle journal and dust guard seat laser measurement system ,2022-05-31
DE-3443835-A1,SWIVELING WHEEL AND IN PARTICULAR IMPROVEMENTS TO SIMPLIFY THE DESIGN OF A SWING WHEEL WITH A CUSHIONING EFFECT ,1985-06-13
CN-219506018-U,Universal wheel of monorail conveyor ,2023-08-11
US-2863159-A,Retractable wheel assembly for boats ,1958-12-09
CN-212475607-U,Mechanism for reducing friction force of winding wheel for textile machinery during working ,2021-02-05
US-2995885-A,Rotary wheel tedder and swath turner ,1961-08-15
CN-201362142-Y,Conductive wheel structure ,2009-12-16
CN-215193335-U,Lifting wheel structure and medical bed with same ,2021-12-17
CN-216628353-U,Dust collector universal wheel rotating shaft with self-locking function ,2022-05-31
US-1673192-A,Front-furrow-wheel adjustment for plows ,1928-06-12
CN-218576769-U,Rubber coating wheel trimming device ,2023-03-07
JP-S60202096-A,Shifter for fork of forklift ,1985-10-12
CN-213122396-U,Optical platform with vibration isolation effect ,2021-05-04
CN-213046750-U,Water scraping device of floor washing machine ,2021-04-27
CN-215588362-U,Automatic pre-installation device for electric heating oil heater foot plate ,2022-01-21
CN-117020962-A,Container sand blasting conveying system ,2023-11-10
CN-211875747-U,Movable lamp bracket ,2020-11-06
CN-221435780-U,CNC equipment capable of automatically feeding and discharging materials ,2024-07-30
CN-213404426-U,Portable mobile intelligent flower watering machine based on single-chip microcomputer ,2021-06-11
CN-114375696-A,Thresher for single ear of millet ,2022-04-22
JP-S60236995-A,Fork shifter ,1985-11-25
CN-212128259-U,Intermediate frequency electric furnace for roller ,2020-12-11
CN-214871270-U,Raw materials cutting device is used in cupboard production ,2021-11-26
CN-215364742-U,Low inertia chassis for unmanned forklift ,2021-12-31
CN-215482482-U,Road bridge tunnel construction warning device ,2022-01-11
CN-215325389-U,Automatic collection device for inverted bottles of filling machine ,2021-12-28
US-992495-A,Gang-plow. ,1911-05-16
US-577826-A,Foot-propelled vehicle ,1897-02-23
US-50693-A,Improvement in harvesters ,1865-10-31
CN-216917377-U,Discharging device of tower type production line ,2022-07-08
CN-211837155-U,Low dew point runner configuration of dehumidification equipment ,2020-11-03
CN-216426605-U,Gasket feeding machine ,2022-05-03
US-307019-A,Fire-escape ,1884-10-21
CN-114275690-A,Equipment for hoisting heavy object in narrow space ,2022-04-05
CN-213378966-U,Novel roller frame processing equipment ,2021-06-08
CN-216626707-U,Thresher for single ear of millet ,2022-05-31
CN-112705772-A,Strip steel cutting equipment easy to attach and press ,2021-04-27
US-2099304-A,Compensating wheel mounting ,1937-11-16
US-2871061-A,Roller skate wheel ,1959-01-27
CN-211764688-U,Directional flat wheel of stopping of area ,2020-10-27
US-3352568-A,Extensible and retractable wheel assembly for luggage ,1967-11-14
NL-8104306-A,Light trolley for e.g. sailboard - has wheel axle sprung relative to frame by rubber blocks in upward direction at forward angle to vertical ,1983-04-18
IT-BO940168-U1,"ADJUSTABLE ADJUSTABLE WHEEL GROUP TO BE USED FOR THE MOVEMENT OF SCAFFOLDING, MOBILE AND SIMILAR SCAFFOLDS. ",1996-04-11
JP-H054802-U,Gauge wheel mounting structure for rotary tiller ,1993-01-26
CH-640345-A5,Measuring device for measuring the negative castor and the camber of a vehicle wheel ,1983-12-30
JP-2023148101-A,Elastic wheel ,2023-10-13
CN-213979100-U,Double-wheel milling combined sound insulation device ,2021-08-17
CA-1157760-A,Wheel chairs ,1983-11-29
CN-202557214-U,Belleville spring and rubber combined cushioning wheel for travel suitcase ,2012-11-28
US-3031834-A,Rotary wheel raking device ,1962-05-01
US-3018506-A,Caster insert socket ,1962-01-30
CN-214124530-U,Flexible low-voltage power quality control cabinet ,2021-09-03
CN-213542973-U,Protection type intelligence cold water machine ,2021-06-25
CN-117086183-A,Processing method of steel cable part suitable for spherical joint ,2023-11-21
CN-214430705-U,Three-dimensional cultivation support of black fungus with hydrologic cycle function ,2021-10-22
CN-214003533-U,Conveyor is used in production of rubber component shading sticky tape ,2021-08-20
CN-215516564-U,High stability is lifting support for civil engineering ,2022-01-14
CN-213673991-U,Target changing device ,2021-07-13
CN-212326003-U,Multi-side display rack for finished oil containment boom products ,2021-01-12
CN-212738371-U,Chassis assembly carrier of tractor production usefulness ,2021-03-19
US-3417679-A,Road surfacing machine ,1968-12-24
KR-20030031492-A,Mobile Safety Compliance Apparatus ,2003-04-21
CN-213615728-U,Edging device of seat tie-beam ,2021-07-06
CN-214728870-U,Turnover vehicle ,2021-11-16
CN-215881599-U,Portable upset type cutting head support frame and cutting head conveyer ,2022-02-22
CN-113349689-B,A clean-up equipment for packing workshop ground printing ink ,2022-05-03
CN-216908520-U,Massage armchair guide rail rack and chair frame ,2022-07-08
CN-215840555-U,A disinfection and isolation device for gauze mask production ,2022-02-18
CN-217273341-U,Positioning device for big data all-in-one machine ,2022-08-23
CN-217974198-U,Municipal environmental engineering cleaning device of adjustable scope of cleaning ,2022-12-06
CN-210436786-U,EPE thickening machine ,2020-05-01
US-483038-A,beg-ley ,1892-09-20
CN-213133155-U,A shock attenuation running gear for removing reation kettle ,2021-05-07
CN-214222673-U,Manpower resource statistical data device for chemical enterprises ,2021-09-17
CN-113027134-A,Roadside ditch crack pouring device for building construction ,2021-06-25
CN-217758107-U,"Multi-disc filter pulping, pulp distributing and homogenate feeding box ",2022-11-08
CN-113880264-A,Be used for industry normal position hard water softening equipment ,2022-01-04
CN-217904876-U,Portable multi-terminal control box ,2022-11-25
CN-220294853-U,Recovery device for surplus materials of carbon production batching system ,2024-01-05
TW-M439469-U,Sickbed capable of placing at lowest position ,2012-10-21
CN-212530956-U,Lifting feeding rack and material rack thereof ,2021-02-12
CN-220433363-U,Water stable layer maintenance construction auxiliary device ,2024-02-02
US-1537310-A,Weeder and cultivator ,1925-05-12
US-2364470-A,"Machine for gathering, transporting, and stacking materials ",1944-12-05
CN-213801178-U,Waste oil collector ,2021-07-27
JP-2824030-B2,bed ,1998-11-11
CN-114619356-A,Inner tube burnishing machine ,2022-06-14
CN-115431684-A,Traction device and unmanned transport vehicle with same ,2022-12-06
TW-M282660-U,Auxiliary wheel frame of electric cart ,2005-12-11
CN-213007396-U,Durable universal shock attenuation splint wheel ,2021-04-20
CN-202192948-U,Shock absorbing wheel ,2012-04-18
CN-221642219-U,Caster fixing device and moving structure ,2024-09-03
US-4515394-A,Wheel lock and stand assembly for trailer ,1985-05-07
US-689364-A,Caster. ,1901-12-17
CN-202151989-U,Vibration prevention foot wheel for box bottom plate ,2012-02-29
CN-218031166-U,Rotary driving wheel set for reversely hanging film cover ,2022-12-13
CN-211764692-U,Directional PP wheel ,2020-10-27
CN-216679802-U,Progressive die for machining caster bracket ,2022-06-07
CN-2137213-Y,Globular universal wheel ,1993-06-30
NL-194962-C,Wheelable support device for a wheel vehicle. ,2003-09-02
US-592764-A,Wheel-plow ,1897-11-02
US-3828942-A,Panel lifting device ,1974-08-13
US-422870-A,Grading and ditching machine ,1890-03-04
US-629118-A,Corn harvester and shocker. ,1899-07-18
CN-215142571-U,Agricultural apparatus belt cleaning device ,2021-12-14
CN-215902822-U,Cutting device convenient to adjustment parts machining usefulness ,2022-02-25
US-5152027-A,Industrial sweeper ,1992-10-06
JP-2021048954-A,Walking support device ,2021-04-01
CN-111705613-A,Road and bridge expansion joint repairing device ,2020-09-25
CN-212607605-U,Guide rail type chassis walking mechanism ,2021-02-26
CN-209846449-U,Drawing device for art design ,2019-12-27
CN-210874880-U,Grease emulsification tank ,2020-06-30
CN-108394567-A,Large-scale manned air suspension floats row article placement field and its application method ,2018-08-14
CN-216289471-U,Laser water cooling machine with safety braking structure ,2022-04-12
US-3112124-A,Double implement drawbar ,1963-11-26
CN-115535049-A,Displacement device ,2022-12-30
US-5242426-A,Medical needle sheath holding apparatus ,1993-09-07
US-6092620-A,Support frame ,1998-09-22
US-1661510-A,Floor-treating machine ,1928-03-06
CN-210082744-U,Portable tourism japanese explanation frame ,2020-02-18
US-35712-A,Improvement in harvesters ,1862-06-24
CN-114229732-B,Auxiliary device for overhauling mining equipment ,2022-08-23
US-3387442-A,Nut harvesting machine ,1968-06-11
CN-212950693-U,Medical simple vehicle ,2021-04-13
US-RE22697-E,Ensilage harvester ,1945-11-27
JP-2000126239-A,Traveling type chair without leg ,2000-05-09
CN-215838784-U,Cleaning device and dust collector ,2022-02-18
AU-2001288590-A1,Bagless canister vacuum cleaner ,2002-06-06
CN-210005875-U,numerical control needle installing machine ,2020-01-31
US-814046-A,Gang-plow. ,1906-03-06
CN-212949979-U,Case with detachable casters ,2021-04-13
CN-113545712-A,Cleaning device and dust collector ,2021-10-26
US-2348634-A,Ensilage harvester ,1944-05-09
CN-215733095-U,Electric cabinet door installation lifting device ,2022-02-01
US-138172-A,Improvement in harvesters ,1873-04-22
CN-214231758-U,Medical vibration reduction bed ,2021-09-21
JP-S62160371-A,Moving stage apparatus ,1987-07-16
CN-216605168-U,Flat die granulator ,2022-05-27
US-4706447-A,Machine for harvesting fruit and the like from the ground ,1987-11-17
CN-114504174-A,High-strength pressure-resistant case ,2022-05-17
CN-114955742-A,Cable take-up and pay-off auxiliary equipment and method for geophysical exploration ,2022-08-30
US-352345-A,orput ,1886-11-09
CN-216520870-U,Automatic assembling oiling machine for producing trundles ,2022-05-13
CN-216305324-U,Construction platform ladder for building ,2022-04-15
US-882164-A,Reaping attachment for mowers. ,1908-03-17
US-172152-A,Improvement in grain-headers ,1876-01-11
CN-218550320-U,Electrical automation has removal auxiliary shock-absorbing regulator cubicle ,2023-02-28
US-93419-A,Improved ditching-machine ,1869-08-10
CN-218030624-U,Compressor with air cleaning filters miscellaneous structure ,2022-12-13
US-2428517-A,Tractor combine combination ,1947-10-07
US-300807-A,Sulky-plow ,1884-06-24
US-1082437-A,Sprinkler. ,1913-12-23
CN-111746611-A,Medical simple vehicle ,2020-10-09
CN-211888693-U,Mold extraction device and mold unloading system ,2020-11-10
US-3107055-A,Agricultural crop sprayers ,1963-10-15
CN-212193282-U,Film cutting device ,2020-12-22
CN-211095732-U,Lower limb vibration rehabilitation device ,2020-07-28
CN-213283895-U,Paediatrics is with bed with buffer function ,2021-05-28
JP-2005240859-A,Disk brake gear and industrial vehicle equipped with same ,2005-09-08
JP-2006083890-A,Running operation device of working vehicle ,2006-03-30
CN-212172253-U,Automobile wheel cover storage device ,2020-12-18
US-2975582-A,Front mounted rotary wheel side delivery rake ,1961-03-21
US-2649682-A,Wheel and shaft mounting for side delivery rakes ,1953-08-25
CN-203004970-U,Directional braking central control three-gear universal wheel ,2013-06-19
US-2441801-A,Self-driven wheel ,1948-05-18
CN-202608463-U,Airport transport wheel ,2012-12-19
US-1161007-A,Caster device for stove-legs. ,1915-11-16
CN-216102491-U,One-way dive type steering wheel AGV ,2022-03-22
DE-202009012565-U1,"Therapy bike, 2 wheel, 3 wheel, 4 wheel as well as special bicycle systems ",2009-12-17
GB-2109313-A,Wheel truck for supporting the flat or damaged tyre of a vehicle ,1983-06-02
CN-215387330-U,Be used for spinning zip fastener formula cast wheel adjusting device ,2022-01-04
US-1580920-A,Wheel ,1926-04-13
CN-1007608-B,The free shift wheel ,1990-04-18
CN-209290559-U,Single steering wheel turns to back-drive AGV mechanical device ,2019-08-23
CN-216708918-U,Universal wheel with brake function ,2022-06-10
US-938867-A,Caster. ,1909-11-02
CN-215706562-U,Jack conveyer during pile foundation underpins ,2022-02-01
US-246031-A,Velocipede ,1881-08-23
CN-113690167-B,Development platform type integrated circuit packaging mechanism ,2021-12-28
CN-116537039-B,Anti-seismic beam falling prevention prefabricating device and manufacturing and construction method ,2023-09-29
US-2386516-A,Dolly ,1945-10-09
CN-219038399-U,Portable calibrating instrument special for motor vehicle ,2023-05-16
CN-218616092-U,Effectual high-speed heavy load polyurethane wheel of shock attenuation ,2023-03-14
US-871583-A,Caster. ,1907-11-19
US-2701740-A,Wheel structure ,1955-02-08
CN-210889773-U,Carousel formula front wheel of high dustproof effect ,2020-06-30
CN-213794371-U,Accurate perforating device is used in synchronizing wheel processing ,2021-07-27
US-1426494-A,Top-bearing-caster socket ,1922-08-22
CN-216928028-U,Silencing device of caster ,2022-07-08
US-966788-A,Caster. ,1910-08-09
US-626653-A,Automatic grain-bundle shocker ,1899-06-06
CN-212443017-U,Steel bar cutting device for building structure forming ,2021-02-02
JP-H0522302-Y2,Patent JPH0522302Y2 ,1993-06-08
US-1614782-A,Grain shocker ,1927-01-18
CN-210991256-U,Wheelchair bed ,2020-07-14
CN-2595867-Y,Powerless hand push sweeping vehicle ,2003-12-31
CN-213882451-U,Leaning tower type stele cultural relic storage rack ,2021-08-06
WO-9000151-A1,Goods lifting and/or lowering assembly ,1990-01-11
CN-212609187-U,Special box placing device for large-scale components ,2021-02-26
US-2607051-A,Bedframe and special caster receiving socket construction ,1952-08-19
TW-M253545-U,Two-front-wheel type motorcycle ,2004-12-21
CN-210309772-U,Tool cabinet caster assembly with simple and easy portable regulatory function ,2020-04-14
CN-116141870-A,Turnover caster device for aviation transport switching rolling rod ,2023-05-23
US-3153310-A,Hinged adjustable support wheel for mowers ,1964-10-20
CN-220699294-U,Constant temperature type grinding wheel heat preservation placement frame ,2024-04-02
TW-M274834-U,Suitcase castor seat set ,2005-09-11
CN-217059261-U,Laboratory is remote control strutting arrangement under water ,2022-07-26
CN-218401074-U,"Automatic conveying, positioning and box opening supporting device for single-top sewing cap boxing cartons ",2023-01-31
JP-3402432-B2,Goods carrier ,2003-05-06
CN-206217505-U,A kind of die casting castor ,2017-06-06
CN-217146064-U,Engine tooling device ,2022-08-09
CN-220199316-U,Photovoltaic laminated silica gel plate turnover device ,2023-12-19
CN-221663373-U,Old way is reformed transform and is used cementation of fissures device ,2024-09-06
CN-212191938-U,Raw material welding device for metal product processing ,2020-12-22
US-305975-A,Corn-harvester ,1884-09-30
US-1149835-A,Floor-cleansing apparatus. ,1915-08-10
JP-3431120-B2,Goods transport equipment ,2003-07-28
CN-112869653-B,Mop structure of intelligent mopping robot ,2022-01-28
CN-212022187-U,Detachable type universal wheel light-emitting surface cover device ,2020-11-27
US-1546186-A,Caster socket ,1925-07-14
US-3376944-A,Self-propelled wheel chair ,1968-04-09
CN-2211376-Y,Rotary wheel with gravity near supporting point ,1995-11-01
FR-2605060-A1,CENTRIFUGAL WHEEL PUMP WITH BANDAGE ,1988-04-15
US-3076678-A,Elevating wheel chair seat ,1963-02-05
CN-217528667-U,A structure for turning over throwing wheel dish is connected ,2022-10-04
CN-213322499-U,Directional universal wheel ,2021-06-01
CN-217564279-U,Paris polyphylla is planted with device of growing seedlings ,2022-10-14
CN-214721695-U,Automobile floor assembly welding system ,2021-11-16
CN-115607369-A,Shifting robot ,2023-01-17
US-1964617-A,Material moving implement ,1934-06-26
CN-113977852-A,Rubber coating structure and rubber coating device of truckle ,2022-01-28
CN-112386255-A,Blood sampling test tube adds mucilage binding and puts ,2021-02-23
US-1934555-A,Sanding machine ,1933-11-07
CN-215191723-U,"Cable winding and unwinding device, ultrasonic equipment cable management support and ultrasonic equipment ",2021-12-17
CN-213288273-U,Movable pipe bender ,2021-05-28
US-295942-A,Croft ,1884-04-01
US-277246-A,David e ,1883-05-08
CN-213114280-U,Device for adjusting height of basin-type rubber support ,2021-05-04
CN-212008070-U,Building engineering detection device ,2020-11-24
CN-211640024-U,Semiconductor board slitting device ,2020-10-09
CN-212307688-U,Auxiliary support for changing sitting and three-dimensional positions ,2021-01-08
US-3231280-A,Golf driving station and wheeled putting green target ,1966-01-25
US-3205512-A,Patient lifting device ,1965-09-14
CN-215607858-U,Ultraviolet disinfection device based on robot ,2022-01-25
US-2267234-A,Agricultural machine ,1941-12-23
CN-215417173-U,Multifunctional comprehensive experiment table for theoretical mechanics ,2022-01-04
US-3871783-A,Connecting device for load bearing members ,1975-03-18
CN-218807924-U,Goose egg storage device ,2023-04-07
US-6561745-B2,Hand truck for transporting floor sander ,2003-05-13
JP-2005040346-A,Height movable chair ,2005-02-17
CN-211674553-U,Nursing case management device carousel ,2020-10-16
CN-211024471-U,Movable infusion support ,2020-07-17
CN-218808627-U,Cleaning device for conveying belt ,2023-04-07
US-2681543-A,Side-delivery rake ,1954-06-22
CN-220393101-U,Prefabricated component handling tool ,2024-01-26
CN-221031220-U,Wall plastering device for interior decoration ,2024-05-28
US-2007228679-A1,Tilt Dolly Used for Transporting Landscaping Materials ,2007-10-04
CN-210679863-U,Paperboard marking device ,2020-06-05
CN-209972526-U,Transfer device in textile production process ,2020-01-21
RU-112583-U1,SELF-INSTALLING WHEEL MECHANISM ,2012-01-20
CN-2433099-Y,Adjustable plastic universal wheel ,2001-06-06
NL-8005942-A,Hand moved wheel mounted structure - has protrusions towards ground forming supports if wheels break ,1982-05-17
US-2502309-A,Wheel mount ,1950-03-28
DE-10008626-A1,Castor for refuse containers etc. has fastening plate with wheel fork moved into neutral position by two leaf springs ,2001-08-30
DE-19534424-A1,Brake for castor wheel ,1997-03-20
US-2529789-A,Pivot retractable caster for furniture rails ,1950-11-14
US-2859837-A,Brake for wheel chair ,1958-11-11
CN-2677249-Y,Wheel brake ,2005-02-09
US-2662786-A,Wheel and shaft mounting for vehicles ,1953-12-15
JP-S598491-Y2,Cage wheel vertical adjustment device ,1984-03-16
US-2332089-A,Caster ,1943-10-19
CN-211459447-U,Hidden translation universal wheel of table chair ,2020-09-11
US-1724353-A,Caster ,1929-08-13
KR-200239383-Y1,Wheel omitted ,2001-11-16
CN-212242821-U,Extending into gluey conductive structure in wheel piece ,2020-12-29
CN-209839102-U,Noise reduction structure of step chain slewing wheel ,2019-12-24
US-967085-A,Ball-bearing caster. ,1910-08-09
US-1445747-A,Caster ,1923-02-20
US-983210-A,Furniture-caster. ,1911-01-31
US-2927631-A,Folding wheel chair ,1960-03-08
JP-5928046-B2,Wheel type moving body ,2016-06-01
CN-210361111-U,"Auxiliary tool convenient for disassembly, assembly and maintenance of truck brake wheel drum ",2020-04-21
CN-219360753-U,Smooth wheel with shock-absorbing function ,2023-07-18
CN-214816986-U,Numerical control machine tool ,2021-11-23
JP-3388122-B2,Goods transport equipment ,2003-03-17
CN-210791556-U,Upward drilling support ,2020-06-19
CN-220120668-U,Ultraviolet aging test box ,2023-12-01
CN-211366849-U,Electric movable type screw air compressor conveying device ,2020-08-28
CN-216720879-U,Pre-tightening slewing device ,2022-06-10
CN-210161302-U,Industrial perforating machine ,2020-03-20
CN-117698998-A,Aircraft with a plurality of aircraft body ,2024-03-15
CN-212665054-U,Iron core assembly cutting device ,2021-03-09
CN-217120239-U,A glass reation kettle for MPC polymer preparation ,2022-08-05
US-482734-A,Sulky-plow ,1892-09-20
CN-217971257-U,Hydraulic system travelling bogie ,2022-12-06
CN-214246540-U,Portable scaffold truckle reinforcing apparatus ,2021-09-21
CN-221215597-U,Movable differential tooth type chain conveying device ,2024-06-25
CN-114562658-A,Novel leaf vegetable phenotype is gathered device ,2022-05-31
CN-215851382-U,Transfer device for machining of sheet metal rack ,2022-02-18
CN-213371093-U,Show shelf is used in lamps and lanterns design ,2021-06-08
CN-213125397-U,Cable is retrieved with device of shelling ,2021-05-04
US-588992-A,Grading and scraping machine ,1897-08-31
CN-214211959-U,Convenient-to-use joint crimping machine ,2021-09-17
CN-212554939-U,Plastic adhesive tape extruding device ,2021-02-19
US-204790-A,Improvement in steam-plows ,1878-06-11
CN-216265893-U,Lifting type movable working platform ,2022-04-12
CN-212692291-U,Novel pull combination formula heat pump air can stoving room ,2021-03-12
US-976188-A,Plow. ,1910-11-22
US-5875946-A,Portage system for light watercraft ,1997-08-13
CN-213444651-U,Cross type lifting telescopic belt conveyor ,2021-06-15
CN-215812116-U,Detection apparatus is used in plastics PC pipeline production with prevent structure that sideslips ,2022-02-11
CN-203472906-U,Trolley for transferring doors and windows ,2014-03-12
CN-209331508-U,A kind of welding seat special ,2019-09-03
CN-111496995-B,T-beam template stripping and transferring device and using method thereof ,2021-06-11
US-645396-A,Harvesting-machine. ,1900-03-13
CN-115474860-A,Excrement processor ,2022-12-16
CN-210475712-U,Operating table for cutting aluminum plate ,2020-05-08
CN-216637506-U,Formula reagent bottle strorage device takes precautions against earthquakes ,2022-05-31
US-793210-A,Cotton-picker. ,1905-06-27
CN-116986491-A,Curtain rail hoisting device ,2023-11-03
CN-216301894-U,Chemical industry trade is with medicine classification device ,2022-04-15
CN-214865532-U,Robot for pipeline inspection ,2021-11-26
CN-115490544-A,Control method of system for generating organic fertilizer on site ,2022-12-20
CN-210533215-U,Examine a travelling bogie and vertical side wall and examine a system ,2020-05-15
US-3052307-A,Cultivator apparatus for sub-soil operation ,1962-09-04
CN-102795251-A,Novel handcart ,2012-11-28
CN-207369259-U,A kind of domestic loudspeaker box with air conditioning function ,2018-05-15
US-402155-A,Gang-plow ,1889-04-30
CN-212525817-U,Cutting device of production usefulness of cold rolling ribbed steel bar of high ductility ,2021-02-12
CN-113038720-B,Circuit board etching mounting bracket and plasma etching machine ,2022-06-17
US-411626-A,Planter ,1889-09-24
CN-211409915-U,Medicine dispensing vehicle ,2020-09-04
CN-218229032-U,Displacement device ,2023-01-06
US-352198-A,Road-grading machine ,1886-11-09
CN-218683253-U,Children pacify device ,2023-03-24
CN-116670469-A,Load detection device and load detection system ,2023-08-29
CN-213838014-U,Aluminum art guardrail ,2021-07-30
CN-219302269-U,Reflection testing device ,2023-07-04
CN-214252033-U,Concrete bubble detection device ,2021-09-21
US-18510-A,Improvement in mowing-machines ,1857-10-27
CN-110403522-A,A kind of novel deduster ,2019-11-05
CN-213211629-U,Show product exhibition frame cloth cover of fast curtain with fire-retardant function ,2021-05-14
US-4456228-A,Radius attachment for automated welding and cutting torch carriages ,1984-06-26
US-206732-A,Improvement in riding-plows ,1878-08-06
JP-3743091-B2,Forklift speed control device ,2006-02-08
US-1448799-A,Hayrake ,1923-03-20
JP-2006089236-A,Transporting stand ,2006-04-06
CN-210063057-U,Two-wheeled folding handcart suitable for transport cylinder object ,2020-02-14
CN-217448291-U,Central control locking device for sickbed caster ,2022-09-20
US-2155827-A,Caster ,1939-04-25
NZ-299656-A,"Wheel bearing, typically for shopping trolley to castor attachment, with lower grooves shaped for relative axial motion during shaft rotation ",1997-04-24
CN-213836797-U,Movable sound-insulation protective cover for double-wheel milling machine ,2021-07-30
CN-111469603-A,Folding storage device of tool cabinet universal caster ,2020-07-31
CN-219935213-U,Large-scale aircraft wheel inner tube of a tyre test basin ,2023-10-31
CN-206966013-U,A kind of foot wheel carrier assembles conveying device ,2018-02-06
CN-216298455-U,Automatic assembly equipment for caster bracket ,2022-04-15
US-1418711-A,Caster ,1922-06-06
