id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-4785308-A,Antenna ,Butternut Electronic Company,Donald R. Newcomb,1983-04-18,1986-01-17,1988-11-15,1988-11-15,https://patents.google.com/patent/US4785308A/en,https://patentimages.storage.googleapis.com/9d/61/b0/d243b2a256b832/US4785308-drawings-page-2.png
JP-7440297-B2,Installation equipment ,"株式会社東海理化電機製作所, 株式会社今仙電機製作所","智三 服部, 卓男 遠山, 一輝 小塚",2020-02-28,2020-02-28,2024-02-28,2024-02-28,https://patents.google.com/patent/JP7440297B2/en,
US-4593289-A,Multi-band dipole antenna with matching stubs ,Butternut Electronics Co.,Donald R. Newcomb,1983-04-18,1983-04-18,1986-06-03,1986-06-03,https://patents.google.com/patent/US4593289A/en,https://patentimages.storage.googleapis.com/4d/87/c7/ee49e1d6e59b2f/US4593289-drawings-page-2.png
JP-7351770-B2,Installation equipment ,株式会社東海理化電機製作所,智三 服部,2020-02-28,2020-02-28,2023-09-27,2023-09-27,https://patents.google.com/patent/JP7351770B2/en,
CN-216517330-U,Sliding door handle and sliding door ,箭牌家居集团股份有限公司,"谢炜, 杨冬云",2021-09-14,2021-09-14,2022-05-13,2022-05-13,https://patents.google.com/patent/CN216517330U/en,https://patentimages.storage.googleapis.com/3b/ea/e7/66100599a6881c/HDA0003261504610000011.png
CN-216043192-U,Combined capacitive door handle sensor ,上海纳恩汽车技术股份有限公司,"秦顺隆, 夏杨江, 阮杰阳",2021-07-20,2021-08-06,2022-03-15,2022-03-15,https://patents.google.com/patent/CN216043192U/en,https://patentimages.storage.googleapis.com/10/e3/09/5b6b8bb9e113d4/HDA0003200541650000011.png
JP-7537319-B2,Inactivation device and inactivation method ,ウシオ電機株式会社,"広行 大橋, 信二 鈴木",2021-03-10,2021-03-10,2024-08-21,2024-08-21,https://patents.google.com/patent/JP7537319B2/en,https://patentimages.storage.googleapis.com/d2/62/25/51a8d1f5ac3609/0007537319000001.png
JP-6914463-B1,Virus infection prevention hand cover ,"哲夫 村山, 哲夫 村山","哲夫 村山, 哲夫 村山",2021-02-10,2021-02-10,2021-08-04,2021-08-04,https://patents.google.com/patent/JP6914463B1/en,https://patentimages.storage.googleapis.com/0e/a5/2f/af4c94b5569f5d/0006914463-2.png
CN-214352244-U,L-shaped door handle mounting jig ,青昂钢管(上海)有限公司,王涛,2021-01-23,2021-01-23,2021-10-08,2021-10-08,https://patents.google.com/patent/CN214352244U/en,https://patentimages.storage.googleapis.com/28/d1/3b/2981aaaf8dd620/HDA0002912844240000011.png
CN-214740551-U,Electronic intelligent door lock with double power supplies ,天津亨顺祥通科技有限公司,吕保平,2020-08-20,2020-08-20,2021-11-16,2021-11-16,https://patents.google.com/patent/CN214740551U/en,https://patentimages.storage.googleapis.com/e8/5c/24/42a021e9ebec45/200820162134.png
CN-212897941-U,Glass door handle ,广东永飞建材有限公司,"梁永飞, 梁瑞敏",2020-03-17,2020-03-17,2021-04-06,2021-04-06,https://patents.google.com/patent/CN212897941U/en,https://patentimages.storage.googleapis.com/29/21/4b/438d7f1c44c3cf/HDA0002414000050000011.png
JP-7407017-B2,Installation equipment ,"株式会社東海理化電機製作所, 株式会社今仙電機製作所","智三 服部, 卓男 遠山, 一輝 小塚",2020-02-28,2020-02-28,2023-12-28,2023-12-28,https://patents.google.com/patent/JP7407017B2/en,
DE-202021000931-U1,Locking tool ,Stepan Martin,,2021-03-12,2021-03-12,2021-04-13,,https://patents.google.com/patent/DE202021000931U1/en,https://patentimages.storage.googleapis.com/f6/30/8a/d65e4a9eb82692/DE202021000931U1_0001.png
ES-2189571-B2,CLUTCH MECHANISM FOR ELECTRONIC LOCKS. ,"Escudos Kala Internacional, S.L.",Juan Antonio Imedio Ocaña,1999-12-31,1999-12-31,2004-06-01,2004-06-01,https://patents.google.com/patent/ES2189571B2/en,
DE-9413055-U1,Door lock ,"Reiners, Christa, 41812 Erkelenz",,1994-08-12,1994-08-12,1994-12-15,,https://patents.google.com/patent/DE9413055U1/en,
DE-69212482-T2,Door lock arrangement with lockable handle for the disabled ,I Tek Metal Manufacturing Co L,Chao Ching Shen,1991-07-12,1992-10-08,1997-01-23,1997-01-23,https://patents.google.com/patent/DE69212482T2/en,
DE-69101173-T2,Lock with flexible key and curved key guide. ,Yun Tung Hsu,Yun Tung Hsu,1990-05-08,1991-05-07,1994-09-08,1994-09-08,https://patents.google.com/patent/DE69101173T2/en,
US-1352819-A,Door-lock ,Jacob B Sparks,Lougheed Wellington,1919-08-11,1919-08-11,1920-09-14,1920-09-14,https://patents.google.com/patent/US1352819A/en,https://patentimages.storage.googleapis.com/af/8f/fe/025d47052dccaf/US1352819-drawings-page-1.png
US-5511571-A,Method and apparatus for gait measurement ,"Adrezin; Ronald S., Cordaro; Marc A., Wang; Fikre S., Fast; Avital","Ronald S. Adrezin, Marc A. Cordaro, Fikre S. Wang, Avital Fast",1993-11-05,1993-11-05,1996-04-30,1996-04-30,https://patents.google.com/patent/US5511571A/en,https://patentimages.storage.googleapis.com/37/3b/8e/de47c1f257358b/US5511571-drawings-page-3.png
JP-H0813884-A,Magnet latch lock ,"Sanpou Lock Co Ltd, 株式会社サンポウロック","Shuntaro Sasaki, 俊太郎 佐々木",1994-07-04,1994-07-04,1996-01-16,,https://patents.google.com/patent/JPH0813884A/en,
US-4838059-A,Combined cover and attaching means for concealing a deadbolt lock ,Johnson Gordon E,Gordon E. Johnson,1988-07-11,1988-07-11,1989-06-13,1989-06-13,https://patents.google.com/patent/US4838059A/en,https://patentimages.storage.googleapis.com/70/44/e4/82ac2bec2236d4/US4838059-drawings-page-2.png
US-6487751-B2,Door safety devices ,Regis P. Renaud,Regis P. Renaud,2000-02-18,2001-02-20,2002-12-03,2002-12-03,https://patents.google.com/patent/US6487751B2/en,https://patentimages.storage.googleapis.com/c5/7a/53/c9e6254b504311/US06487751-20021203-D00000.png
US-6508383-B2,Door sanitation system ,"Tom R. Lidahl, Mary J. Lidahl","Tom R. Lidahl, Mary J. Lidahl",2001-03-07,2001-03-07,2003-01-21,2003-01-21,https://patents.google.com/patent/US6508383B2/en,https://patentimages.storage.googleapis.com/98/2e/81/bde935c3966c44/US06508383-20030121-D00000.png
DE-60301309-T2,Joint energy absorbing structure for a motor vehicle side door ,Mazda Motor Corp.,"Yuji Aki-gun Okazaki, Shoji Aki-gun Okano",2002-10-17,2003-10-16,2006-06-08,2006-06-08,https://patents.google.com/patent/DE60301309T2/en,
KR-100976282-B1,A vehicle door and a method of manufacturing such a door ,게스탐프 하르트테크 아베,"한스 보댕, 마르탱 욘슨, 얀 크리스핀슨, 라르스 비크스트룀",2002-08-08,2003-08-07,2010-08-16,2010-08-16,https://patents.google.com/patent/KR100976282B1/en,https://patentimages.storage.googleapis.com/4c/bc/49/ffca74fdb1100d/112005007172837-pct00001.png
JP-H01105885-A,Power locking device for car ,"Mazda Motor Corp, マツダ株式会社","Kenji Matsushima, 松島　健治",1987-10-16,1987-10-16,1989-04-24,,https://patents.google.com/patent/JPH01105885A/en,
JP-S6098072-A,Keyless entry method for car ,トヨタ自動車株式会社,"正記 東, 武藤　雅仁",1983-11-02,1983-11-02,1985-06-01,,https://patents.google.com/patent/JPS6098072A/en,
JP-3045886-U,Door knob device ,株式会社岡崎設計,博 岡田,1997-06-17,1997-06-17,1998-02-20,1998-02-20,https://patents.google.com/patent/JP3045886U/en,
JP-2003166366-A,Door knob cover ,"Yukio Mori, 幸夫 毛利","Yukio Mori, 幸夫 毛利",2001-11-30,2001-11-30,2003-06-13,,https://patents.google.com/patent/JP2003166366A/en,
DE-3701136-A1,Automatic shutdown of alarms for alarm installations securing doors in houses and flats ,Heru Sicherheitstechnik Vertri,Helmuth Rugor,1986-12-16,1987-01-07,1988-10-13,,https://patents.google.com/patent/DE3701136A1/en,
JP-S6098070-A,Keyless entry method for car ,トヨタ自動車株式会社,正記 東,1983-11-02,1983-11-02,1985-06-01,,https://patents.google.com/patent/JPS6098070A/en,
US-5779204-A,Workstation for door ,"Greenberg; Lee H., Karell; Manuel L.","Lee H. Greenberg, Manuel L. Karell",1995-12-18,1995-12-18,1998-07-14,1998-07-14,https://patents.google.com/patent/US5779204A/en,https://patentimages.storage.googleapis.com/11/7c/58/856c56155e2f5f/US5779204-drawings-page-2.png
US-3348672-A,Carton for easy open bottles ,Continental Can Co,William M Brown,1965-03-05,1965-03-05,1967-10-24,1967-10-24,https://patents.google.com/patent/US3348672A/en,https://patentimages.storage.googleapis.com/2e/26/2f/191d9460b3fed4/US3348672-drawings-page-1.png
US-5884760-A,Emergency evacuation kit ,Carpenter; Sharon L.,Sharon L. Carpenter,1996-02-16,1997-02-14,1999-03-23,1999-03-23,https://patents.google.com/patent/US5884760A/en,https://patentimages.storage.googleapis.com/b0/54/a2/0bf37fc02034c1/US5884760-drawings-page-2.png
JP-2024018060-A,Vehicle control method ,"株式会社コアテックシステム, Core Tech System Inc","憲由 服部, Noriyoshi Hattori, 有亨 服部, Ukyo Hattori, 陽彦 服部, Haruhiko Hattori, 喜優 服部, Nobumasa Hattori",2022-07-29,2022-07-29,2024-02-08,,https://patents.google.com/patent/JP2024018060A/en,https://patentimages.storage.googleapis.com/f3/a6/c0/78c3af1c5a37e6/2024018060000002.png
WO-2022074693-A1,Switch system for a door with access control ,Ninz Spa,Adriano Zanotelli,2020-10-05,2021-10-01,2022-04-14,,https://patents.google.com/patent/WO2022074693A1/en,
KR-20220053073-A,Door handle disinfection device ,전주비전대학교산학협력단,"김지홍, 오광현, 임반석, 김태호, 김성용, 이혜진, 노우진, 김진호, 소재윤, 이승찬, 이승민, 백강민, 최세영",2020-10-21,2020-10-21,2022-04-29,,https://patents.google.com/patent/KR20220053073A/en,https://patentimages.storage.googleapis.com/df/7c/12/c26d0eb4d8ccef/pat00001.png
JP-2022035093-A,Electrically-driven hinge and automatic door apparatus using the same ,"株式会社 五十嵐電機製作所, Igarashi Denki Seisakusho:Kk","直人 瀬下, Naoto Seshimo, 隆泰 小林, Takayasu Kobayashi",2020-08-20,2020-08-20,2022-03-04,,https://patents.google.com/patent/JP2022035093A/en,https://patentimages.storage.googleapis.com/ad/d9/21/6b46884874ad5e/2022035093000002.png
JP-2021193250-A,Door opening/closing tool ,"兼子産業株式会社, Kaneko Sangyo Kk, 英治 稲田, Eiji Inada, 哲也 奥村, Tetsuya Okumura, 孝善 河野, Takayoshi Kono","英治 稲田, Eiji Inada, 哲也 奥村, Tetsuya Okumura, 孝善 河野, Takayoshi Kono",2020-06-08,2020-06-08,2021-12-23,,https://patents.google.com/patent/JP2021193250A/en,https://patentimages.storage.googleapis.com/08/44/27/c8fbd927f3cfff/2021193250-3.png
JP-6811099-B2,Fire warning and fire extinguishing method ,ホーチキ株式会社,"和樹 高橋, 和樹 高橋",2017-01-13,2017-01-13,2021-01-13,2021-01-13,https://patents.google.com/patent/JP6811099B2/en,https://patentimages.storage.googleapis.com/f7/ec/0a/1c3478ebc48eda/0006811099-2.png
DE-7729056-U1,DOOR LOCK RETURN OR RESET DEVICE ,"Valli & Colombo S.P.A., Renate, Mailand (Italien)",,1976-11-03,1977-09-20,1978-01-05,,https://patents.google.com/patent/DE7729056U1/en,
JP-H0942043-A,Method and device for displaying vehicle information ,"Yazaki Corp, 矢崎総業株式会社","Takanori Aoshima, 孝典 青島",1995-07-26,1995-07-26,1997-02-10,,https://patents.google.com/patent/JPH0942043A/en,
JP-H05311468-A,Metallic ornamental body and its production ,"Dainippon Printing Co Ltd, 大日本印刷株式会社","Kyoko Furuse, 京子 古瀬",1992-05-08,1992-05-08,1993-11-22,,https://patents.google.com/patent/JPH05311468A/en,
WO-2020153857-A1,"A device to move a door leaf with one's foot, preferably for sanitary cabins ",Augustowski Miroslaw,Mirosław AUGUSTOWSKI,2019-01-22,2020-01-20,2020-07-30,,https://patents.google.com/patent/WO2020153857A1/en,
EP-3914794-A1,"A pedal set to shift a bolt, preferably for locking toilet doors ",Miroslaw Augustowski,Miroslaw Augustowski,2019-01-22,2020-01-15,2021-12-01,,https://patents.google.com/patent/EP3914794A1/en,
CA-1088584-A,Body attached restraining type exercising device ,Jack V. Feather,Jack V. Feather,1977-10-03,1977-10-03,1980-10-28,1980-10-28,https://patents.google.com/patent/CA1088584A/en,
JP-3134836-U,Lever handle type door knob ,"長崎県, 里志 村木","有司 桐山, 里志 村木",2006-12-06,2006-12-06,2007-08-30,2007-08-30,https://patents.google.com/patent/JP3134836U/en,https://patentimages.storage.googleapis.com/8d/de/c8/4d9d673d54d075/0003134836-3.png
CN-115512464-A,System and method for controlling vehicle ,"现代自动车株式会社, 起亚株式会社",五多芮,2021-06-23,2021-12-29,2022-12-23,,https://patents.google.com/patent/CN115512464A/en,https://patentimages.storage.googleapis.com/54/db/3e/ac9515baa8cd44/HDA0003443588570000011.png
JP-3059593-U,Knob fingerprint destruction prevention door switch ,株式会社科学装備研究所,浩一郎 松村,1998-12-02,1998-12-02,1999-07-09,1999-07-09,https://patents.google.com/patent/JP3059593U/en,
JP-3073920-U,Auxiliary lever for door knob ,クツワ株式会社,彰 堀篭,2000-06-08,2000-06-08,2000-12-15,2000-12-15,https://patents.google.com/patent/JP3073920U/en,
JP-H0517792-Y2,Patent JPH0517792Y2 ,,,1986-04-18,1986-04-18,1993-05-12,1993-05-12,https://patents.google.com/patent/JPH0517792Y2/en,
JP-H0330531-Y2,Patent JPH0330531Y2 ,,,1985-09-20,1985-09-20,1991-06-27,1991-06-27,https://patents.google.com/patent/JPH0330531Y2/en,
CN-201015976-Y,Vehicle door handle with steering indicating light ,林器特,林器特,2007-02-05,2007-02-05,2008-02-06,2008-02-06,https://patents.google.com/patent/CN201015976Y/en,https://patentimages.storage.googleapis.com/16/d6/d8/58e84808a54aed/Y20072000627800041.png
CN-2557635-Y,Improved door handle ,吴美珊,吴美珊,2002-08-02,2002-08-02,2003-06-25,2003-06-25,https://patents.google.com/patent/CN2557635Y/en,https://patentimages.storage.googleapis.com/df/fc/bb/0c6f0f218b73ec/Y0224233100121.png
CN-113661473-A,Perceptual attribute vector for an object ,苹果公司,"M·德拉蒙德, S·C·M·斯瓦普拉普, B·莫根",2019-04-23,2020-04-20,2021-11-16,,https://patents.google.com/patent/CN113661473A/en,https://patentimages.storage.googleapis.com/35/14/5a/2e3facdd014d6a/HDA0003297353520000011.png
KR-20210013933-A,Clean system door ,김현곤,김현곤,2019-07-29,2019-07-29,2021-02-08,,https://patents.google.com/patent/KR20210013933A/en,https://patentimages.storage.googleapis.com/2e/b4/30/56e802531b537e/pat00001.png
DE-8714628-U1,Vehicle with door security system ,"Träger, Horst, 6236 Eschborn",,1987-11-03,1987-11-03,1988-04-07,,https://patents.google.com/patent/DE8714628U1/en,
DE-29805170-U1,Door sign ,"HEWI Heinrich Wilke GmbH, 34454 Bad Arolsen",,1998-03-21,1998-03-21,1999-08-12,,https://patents.google.com/patent/DE29805170U1/en,
EP-4173528-A1,Cabinet for depositing and collecting orders ,"Castrimonio, S.L.","José Castro Pardo, José Manuel CASTRO MERCHÁN, Jorge CASTRO MERCHÁN",2020-06-25,2021-06-25,2023-05-03,,https://patents.google.com/patent/EP4173528A1/en,https://patentimages.storage.googleapis.com/8a/93/11/7d7f6da7c96b38/imgf0001.png
DE-2728018-A1,LOCK BOLT SET FOR DOORS ,Paul S Cormier,Paul S Cormier,1976-08-23,1977-06-22,1978-03-09,,https://patents.google.com/patent/DE2728018A1/en,
JP-H0366734-A,Rubber elastomer composition neutralizing static electricity ,"Nichiman:Kk, 株式会社ニチマン","Kunio Uchida, 内田　国夫",1989-08-07,1989-08-07,1991-03-22,,https://patents.google.com/patent/JPH0366734A/en,
DE-8605054-U1,Advertising medium ,"Duldinger, Angelika, 8266 Erharting",,1986-02-25,1986-02-25,1986-09-11,,https://patents.google.com/patent/DE8605054U1/en,
JP-H10166922-A,Automobile door trim ,"Takashimaya Nippatsu Kogyo Kk, 高島屋日発工業株式会社","Kazuhiro Tawada, 和広 多和田, Nobuyoshi Ogasawara, 信義 小笠原, Keiichiro Nawa, 圭一郎 名和, Satoshi Hashimori, 智 橋森, Kaname Shinoda, 要 篠田",1996-12-06,1996-12-06,1998-06-23,,https://patents.google.com/patent/JPH10166922A/en,
JP-H01229988-A,Data transmitting apparatus between rotating part and fixed part of radar antenna ,"Furuno Electric Co Ltd, 古野電気株式会社","Shozo Shibuya, 渋谷　正三",1988-03-09,1988-03-09,1989-09-13,,https://patents.google.com/patent/JPH01229988A/en,
JP-S6098071-A,Keyless entry method for car ,トヨタ自動車株式会社,正記 東,1983-11-02,1983-11-02,1985-06-01,,https://patents.google.com/patent/JPS6098071A/en,
CN-1752575-A,Opening and closing device for microwave oven door ,乐金电子(天津)电器有限公司,方锡镇,2004-09-20,2004-09-20,2006-03-29,,https://patents.google.com/patent/CN1752575A/en,https://patentimages.storage.googleapis.com/25/6f/a5/7bd6d39678e8ca/A20041007196100091.png
JP-H01295395-A,Charge collecting device for rental room ,"Mamoru Seki, 関　守","Mamoru Seki, 関　守",1988-03-02,1988-03-02,1989-11-29,,https://patents.google.com/patent/JPH01295395A/en,
JP-H057515-U,Automobile ,株式会社日立製作所,"修也 鈴木, 巧三 佐竹",1991-07-17,1991-07-17,1993-02-02,,https://patents.google.com/patent/JPH057515U/en,
DE-202006014915-U1,"Door hinge is suitable to convect electronic installation, incorporated in door leaf, to external current supply, for alarm and automatic locking installation, illumination and similar devices ","Herold, Frank",,2006-09-25,2006-09-25,2007-01-04,,https://patents.google.com/patent/DE202006014915U1/en,
DE-202006014917-U1,Operating lever or handle for door or hatch incorporates light source activated at night upon contact ,"Herold, Frank",,2006-09-25,2006-09-25,2007-01-11,,https://patents.google.com/patent/DE202006014917U1/en,
DE-1966113-A1,Lock arrangement ,Gen Alarm Corp,Hawkins Paul Maddison,1968-04-16,1969-04-16,1971-09-16,,https://patents.google.com/patent/DE1966113A1/en,
JP-S63116669-U,Patent JPS63116669U ,,,1987-01-24,1987-01-24,1988-07-27,,https://patents.google.com/patent/JPS63116669U/en,
WO-2023046723-A1,Access control device ,Assa Abloy Ab,"Kaj NIEGMANN, Robin DAHLBÄCK",2021-09-24,2022-09-21,2023-03-30,,https://patents.google.com/patent/WO2023046723A1/en,
DE-1869949-U,PROTECTIVE COVER FOR DOOR HANDLE. ,Fritz Vogl,Fritz Vogl,1963-01-10,1963-01-10,1963-04-04,,https://patents.google.com/patent/DE1869949U/en,
JP-S6344088-A,"Locking system of door, etc. using conduction pushing type solenoid coil non-polar electromagnet ",小野　辰巳,小野　辰巳,1986-08-11,1986-08-11,1988-02-25,,https://patents.google.com/patent/JPS6344088A/en,
JP-2003278418-A,Car-loaded wireless installation ,"Denso Corp, 株式会社デンソー","Katsuhiko Muto, 勝彦 武藤",2002-03-22,2002-03-22,2003-10-02,,https://patents.google.com/patent/JP2003278418A/en,
DE-1966116-A1,Lock arrangement ,Gen Alarm Corp,Hawkins Paul Maddison,1968-04-16,1969-04-16,1971-09-16,,https://patents.google.com/patent/DE1966116A1/en,
JP-H04188542-A,Ion source ,"Matsushita Electric Ind Co Ltd, 松下電器産業株式会社","Zenichi Yoshida, 善一 吉田",1990-11-20,1990-11-20,1992-07-07,,https://patents.google.com/patent/JPH04188542A/en,
JP-2002011034-A,Antistatic body warmer ,"Hakugen:Kk, 株式会社白元","Shuichi Yamazaki, 秀一 山崎",2000-06-29,2000-06-29,2002-01-15,,https://patents.google.com/patent/JP2002011034A/en,
DE-29714187-U1,Insert plates for fittings ,"Peter Metz, Homa-Beschläge GmbH & Co KG, 42549 Velbert",,1997-08-08,1997-08-08,1997-10-09,,https://patents.google.com/patent/DE29714187U1/en,
DE-1357518-U,Patent DE1357518U ,,,,,,,https://patents.google.com/patent/DE1357518U/en,
US-2022362424-A1,Disinfecting and/or sterilizing device for door handles ,Roshell Kinlaw,Roshell Kinlaw,2021-05-11,2022-05-11,2022-11-17,,https://patents.google.com/patent/US20220362424A1/en,https://patentimages.storage.googleapis.com/1f/4d/ca/b72e5955fcd22d/US20220362424A1-20221117-D00000.png
MX-9600947-A,Improved lock. ,Talleres Escoriaza Sa,Jose Antonio Itarte Zaragueta,1996-03-13,1996-03-13,1997-09-30,,https://patents.google.com/patent/MX9600947A/en,
US-2023279698-A1,Foot-operated systems and devices for handless operation of a door ,Aztech Industrial Devices LLC,"Marcus A. CAINES, Theodore Tillinghast, Clarke A. CAINES",2020-11-13,2023-05-12,2023-09-07,,https://patents.google.com/patent/US20230279698A1/en,https://patentimages.storage.googleapis.com/8a/9f/39/34bd2eff5fd9bb/US20230279698A1-20230907-D00000.png
US-10781610-B2,Remote control unlocking and locking system ,Matthew Murphy,Matthew Murphy,2013-07-10,2019-06-10,2020-09-22,2020-09-22,https://patents.google.com/patent/US10781610B2/en,https://patentimages.storage.googleapis.com/09/64/81/9d394fc78c0587/US10781610-20200922-D00000.png
CN-210622484-U,Door handle structure of disinfection cabinet ,佛山市顺德区美泰电器有限公司,"李茂平, 赵军, 吴银春, 刘继征",2019-06-24,2019-06-24,2020-05-26,2020-05-26,https://patents.google.com/patent/CN210622484U/en,https://patentimages.storage.googleapis.com/c2/5e/21/6826047fc30ac5/HDA0002105466770000011.png
CN-210888356-U,Can press and play hidden door handle structure ,深圳市环亚联合设计有限公司,王勇,2019-09-27,2019-09-27,2020-06-30,2020-06-30,https://patents.google.com/patent/CN210888356U/en,https://patentimages.storage.googleapis.com/01/ca/99/4a19a5601cd323/HDA0002219195650000011.png
JP-H05293925-A,Metal decorative material and production thereof ,"Dainippon Printing Co Ltd, 大日本印刷株式会社","Retsuji Yamamoto, 烈士 山本, Kyoko Furuse, 京子 古瀬, Hiroyuki Atake, 浩之 阿竹",1992-04-16,1992-04-16,1993-11-09,,https://patents.google.com/patent/JPH05293925A/en,
KR-102145598-B1,Adapter lever-type auxiliary handle ,그린리뉴얼 주식회사,이지혜,2020-06-05,2020-06-05,2020-08-18,2020-08-18,https://patents.google.com/patent/KR102145598B1/en,https://patentimages.storage.googleapis.com/44/09/b4/9fe8a1bed3bb24/112020058323805-pat00001.png
CN-213702316-U,Door lug assembly welding positioning device ,广东富华机械装备制造有限公司,"吴志强, 谭仕桂",2020-10-14,2020-10-14,2021-07-16,2021-07-16,https://patents.google.com/patent/CN213702316U/en,https://patentimages.storage.googleapis.com/c9/e7/c5/ef4c1eb069d3e9/HDA0002723025690000011.png
CN-214659396-U,Embedded door handle ,深圳市斯沃德厨柜有限公司,"许剑辉, 杨静雅, 谢金辉",2020-12-29,2020-12-29,2021-11-09,2021-11-09,https://patents.google.com/patent/CN214659396U/en,https://patentimages.storage.googleapis.com/9c/79/62/826001a2cc8953/201229111757.png
CN-213635783-U,Door handle box with single door and double doors for construction elevator ,山东盛世恒机械制造有限公司,"刘祖岗, 康立勇, 曲爱华",2020-12-30,2020-12-30,2021-07-06,2021-07-06,https://patents.google.com/patent/CN213635783U/en,https://patentimages.storage.googleapis.com/e1/68/7a/747bfbb0818c77/HDA0002870829650000011.png
CN-214943175-U,Water-absorbing door handle glove ,仰恩大学,"赵悦伶, 杨秀彬",2021-03-11,2021-03-11,2021-11-30,2021-11-30,https://patents.google.com/patent/CN214943175U/en,https://patentimages.storage.googleapis.com/0a/df/3e/bf2b5c457cf4b1/HDA0002972319440000011.png
JP-2001509849-A,Latch device for motor vehicle doors or other closures ,フィリップ  シュヴァリエ ジョン,フィリップ  シュヴァリエ ジョン,1997-12-12,1997-12-12,2001-07-24,,https://patents.google.com/patent/JP2001509849A/en,
US-4442427-A,Door locking alarm device ,Morton David C,David C. Morton,1981-03-16,1982-06-24,1984-04-10,1984-04-10,https://patents.google.com/patent/US4442427A/en,https://patentimages.storage.googleapis.com/4a/4a/20/7553885a6761c8/US4442427-drawings-page-2.png
US-4653787-A,Backset-adjustable latch of a cylindrical lock ,Tong Lung Metal Industry Co.,Yao P. Fang,1985-08-06,1985-08-06,1987-03-31,1987-03-31,https://patents.google.com/patent/US4653787A/en,https://patentimages.storage.googleapis.com/09/d9/17/2a7cac1c85e108/US4653787-drawings-page-2.png
US-7416230-B2,Safety lock for lever-type door handles ,"Konstantakis George C, Konstantakis Georgia L","George C. Konstantakis, Georgia L. Konstantakis",2002-10-07,2003-10-06,2008-08-26,2008-08-26,https://patents.google.com/patent/US7416230B2/en,https://patentimages.storage.googleapis.com/90/ad/4e/6347b3ee9f65b8/US07416230-20080826-D00000.png
CN-217213850-U,Wireless doorbell for identifying visitor through fingerprint ,深圳市鸿立达电子有限公司,甘志华,2022-02-24,2022-02-24,2022-08-16,2022-08-16,https://patents.google.com/patent/CN217213850U/en,https://patentimages.storage.googleapis.com/be/19/94/756c97d3cbd78c/220224112215.png
CN-218483053-U,Environmental protection automatic control cabinet of line is produced in spraying ,山东凝德电气科技有限公司,"沙海辉, 滕晓, 刘建军, 任百玲, 李克宁, 侯莹",2022-09-15,2022-09-15,2023-02-14,2023-02-14,https://patents.google.com/patent/CN218483053U/en,https://patentimages.storage.googleapis.com/c0/3e/71/4cac6524d6adb3/220915092956.png
ES-2264232-T3,"ELASTIC PIN, ESPECIALLY A SQUARE PIN FOR A PICAPORTE. ",Hewi Heinrich Wilke Gmbh,"Dirk Staigl, Gunter Nowatzki",1998-09-01,1999-08-26,2006-12-16,2006-12-16,https://patents.google.com/patent/ES2264232T3/en,
US-6857297-B1,Lock enhancing device ,Path Line (Ng's) Holding Limited,Jiaqiang Ruan,2003-10-29,2003-10-29,2005-02-22,2005-02-22,https://patents.google.com/patent/US6857297B1/en,https://patentimages.storage.googleapis.com/81/fe/d2/8b5ee071024847/US06857297-20050222-D00000.png
US-2004154195-A1,Combined hanger and greeting card keepsake and method of making ,"Jewell Jeri C., Jewell John C.","Jeri Jewell, John Jewell",2003-02-06,2003-02-06,2004-08-12,,https://patents.google.com/patent/US20040154195A1/en,https://patentimages.storage.googleapis.com/a9/c7/44/03624ff5944875/US20040154195A1-20040812-D00000.png
US-6239689-B1,Electronic door unlocking system ,"William C. Croner, Jr.","William C. Croner, Jr.",1998-08-20,1998-08-20,2001-05-29,2001-05-29,https://patents.google.com/patent/US6239689B1/en,https://patentimages.storage.googleapis.com/76/70/d6/1ad1cd48add889/US6239689-drawings-page-2.png
US-6831559-B2,Security alarm with remote triggering device ,"Motedo Co., Ltd.",Han-Liang Chen,2003-02-24,2003-02-24,2004-12-14,2004-12-14,https://patents.google.com/patent/US6831559B2/en,https://patentimages.storage.googleapis.com/af/3d/2d/a597cb982ed86d/US06831559-20041214-D00000.png
US-3805297-A,Disposable sanitary mitten ,H Margolis,H Margolis,1973-03-15,1973-03-15,1974-04-23,1974-04-23,https://patents.google.com/patent/US3805297A/en,https://patentimages.storage.googleapis.com/d6/ab/c8/457efe32bc0f6c/US3805297-drawings-page-2.png
JP-H06102938-B2,Latch device ,シユレ−ジ・ロツク・カンパニ−,ジエフリイ・ビー・コウチユアー,1984-08-13,1985-05-22,1994-12-14,,https://patents.google.com/patent/JPH06102938B2/en,
TW-200526855-A,Connector ,Tyco Electronics Amp Kk,"Ryuichi Komiyama, Yoshinori Hitomi, Katsutoshi Fukunaga, Makoto Suzumura, Yukinobu Kunimatsu",2003-09-10,2004-09-09,2005-08-16,,https://patents.google.com/patent/TW200526855A/en,
JP-H11152190-A,Baggage delivery method and baggage delivery tool ,"Haruhiko Mori, 晴彦 森","Haruhiko Mori, 晴彦 森",1997-11-19,1997-11-19,1999-06-08,,https://patents.google.com/patent/JPH11152190A/en,
US-3339601-A,Apparatus for wooden doors and doorjambs ,Inland Homes Corp,"Carl E Christman, Thomas S Ferguson",1965-05-07,1965-05-07,1967-09-05,1967-09-05,https://patents.google.com/patent/US3339601A/en,https://patentimages.storage.googleapis.com/2b/98/63/6c9d9b40dff5ba/US3339601-drawings-page-1.png
